,row_id,x,y,accuracy,time,place_id
15908089,15908089,2.4985,2.4625,1,96526,7563828622
15908115,15908115,2.4729,2.0177,13,332463,5525134064
15908412,15908412,2.0549,2.4342,1,210224,6914819828
15908712,15908712,2.2713,2.2519,74,733251,1207701286
15908864,15908864,2.4391,2.1216,10,548348,1378382790
15909166,15909166,2.0175,2.4172,143,61144,7058877770
15909647,15909647,2.0518,2.0514,6,124131,5831595982
15909974,15909974,2.1093,2.3541,17,1360,6612358638
15910374,15910374,2.3631,2.1968,9,651367,6944601550
15910698,15910698,2.3653,2.3753,70,741139,5967678921
15910807,15910807,2.0711,2.3665,150,378096,6612358638
15911227,15911227,2.4521,2.3405,64,366730,4980449560
15911283,15911283,2.4977,2.2948,44,669711,6339928285
15911432,15911432,2.0335,2.317,58,245490,9461621422
15911704,15911704,2.4601,2.2534,70,443583,2182603983
15911709,15911709,2.2607,2.3055,70,11451,9775192577
15911810,15911810,2.1909,2.2042,71,517441,4027129926
15911926,15911926,2.493,2.2271,161,591826,7168649657
15912808,15912808,2.1921,2.3291,23,742074,1763501324
15913361,15913361,2.2968,2.4985,39,633337,3562844933
15913585,15913585,2.0839,2.0707,72,292855,1247398579
15913709,15913709,2.3497,2.2824,23,657020,4707444542
15914431,15914431,2.1328,2.372,63,111870,6612358638
15914945,15914945,2.4914,2.2704,62,533063,9235662630
15915922,15915922,2.4878,2.3386,67,674657,8421868147
15916186,15916186,2.1461,2.1306,101,380447,7166037093
15917075,15917075,2.2646,2.485,61,195429,3661555534
15917931,15917931,2.4936,2.0054,28,431446,7119411982
15919201,15919201,2.0676,2.0552,71,762970,5831595982
15919291,15919291,2.0901,2.2785,32,170520,6237264419
15920126,15920126,2.0618,2.364,167,368664,6612358638
15920192,15920192,2.1726,2.3378,11,127818,5882510939
15920404,15920404,2.3237,2.0622,55,663162,5932915072
15920574,15920574,2.3497,2.196,65,11477,7877745055
15921044,15921044,2.3676,2.4822,19,605688,5971252160
15921290,15921290,2.4627,2.3376,70,186874,4980449560
15921466,15921466,2.0519,2.0485,29,580283,5831595982
15921646,15921646,2.1697,2.2137,64,171999,4027129926
15921966,15921966,2.0977,2.313,88,284410,2326073244
15922616,15922616,2.3883,2.3631,168,202387,5967678921
15922682,15922682,2.1057,2.0609,68,43258,1247398579
15922771,15922771,2.3007,2.1931,154,408496,8169595806
15923013,15923013,2.3238,2.39,21,751905,5391901741
15923603,15923603,2.0018,2.249,76,357309,6276467807
15923634,15923634,2.3688,2.383,10,172103,5967678921
15923691,15923691,2.2468,2.2147,4,179246,9866421927
15923789,15923789,2.2065,2.4659,48,609104,3562844933
15924924,15924924,2.0702,2.1437,167,562877,7871572134
15925430,15925430,2.4069,2.0759,27,344902,6551263469
15925647,15925647,2.1945,2.1822,65,521371,9311396375
15925892,15925892,2.0498,2.4372,74,109449,6914819828
15926159,15926159,2.3169,2.0097,26,560753,4535591151
15926499,15926499,2.0942,2.0348,58,390506,5831595982
15927291,15927291,2.2008,2.3556,162,86406,1763501324
15927569,15927569,2.4051,2.3658,11,160592,3615845346
15927646,15927646,2.4186,2.1812,24,640289,4282056484
15927691,15927691,2.3426,2.3727,64,659962,3122317405
15928418,15928418,2.172,2.3376,142,153445,8914246980
15929621,15929621,2.4772,2.2093,58,637105,5681770005
15931966,15931966,2.3575,2.2683,161,756501,4707444542
15932228,15932228,2.0883,2.1066,68,455560,1040557418
15932685,15932685,2.1927,2.0257,12,562818,1877229383
15932846,15932846,2.3594,2.0499,9,88338,7145045757
15933223,15933223,2.4382,2.1378,65,34974,3958678140
15933483,15933483,2.4828,2.2533,60,296867,5265295166
15933665,15933665,2.4746,2.2323,165,81766,2634419689
15934385,15934385,2.2706,2.2054,32,58591,8169595806
15934606,15934606,2.4054,2.1998,7,341006,9998968845
15935505,15935505,2.0599,2.4216,162,394464,6914819828
15935764,15935764,2.3264,2.2769,165,324571,5201352257
15935933,15935933,2.3788,2.288,103,351303,1308526469
15937233,15937233,2.0591,2.3364,637,510651,7847671162
15937544,15937544,2.0569,2.428,53,655096,6914819828
15937621,15937621,2.1693,2.032,58,486461,1877229383
15937780,15937780,2.4553,2.17,167,532912,1068428112
15938656,15938656,2.2796,2.3247,65,141958,9775192577
15938947,15938947,2.1627,2.3125,59,626918,6339928285
15938974,15938974,2.3916,2.0211,63,465462,7702049746
15940395,15940395,2.3121,2.0061,71,495928,1923792485
15941270,15941270,2.4308,2.3087,15,307268,2819110495
15941445,15941445,2.411,2.469,13,627654,3252321210
15941554,15941554,2.2607,2.0846,21,410824,9427381460
15942004,15942004,2.275,2.3449,66,734077,3497670086
15942174,15942174,2.097,2.1464,78,497033,5114946464
15942453,15942453,2.3209,2.1074,188,652923,8283681418
15943089,15943089,2.3522,2.1821,56,393306,8185683592
15943092,15943092,2.469,2.4073,21,656529,7240717114
15943255,15943255,2.2464,2.1424,53,686640,5336264513
15943776,15943776,2.1076,2.3871,69,471696,8980163153
15943873,15943873,2.0918,2.3829,67,690357,8980163153
15943905,15943905,2.4376,2.4793,7,756941,6130103064
15944862,15944862,2.0115,2.2433,67,620514,1882937204
15945105,15945105,2.3394,2.2574,10,155817,1754990946
15945348,15945348,2.0615,2.4308,61,64809,5737973743
15946085,15946085,2.1745,2.4113,61,472463,5682148659
15946937,15946937,2.0476,2.3716,72,116570,2870156931
15947551,15947551,2.0932,2.1748,17,476007,3002793420
15947861,15947861,2.0797,2.1143,303,680707,8805392384
15948694,15948694,2.1753,2.0978,16,632746,9427381460
15949074,15949074,2.0236,2.0516,106,354541,5831595982
15949230,15949230,2.3534,2.0243,50,266150,1553752228
15949623,15949623,2.097,2.3315,161,477892,1537220460
15949632,15949632,2.2707,2.2605,171,339422,1754990946
15949692,15949692,2.0778,2.0577,146,396244,7640503765
15949981,15949981,2.4962,2.0587,33,459069,6024996273
15950275,15950275,2.2187,2.2915,10,334341,5996801204
15950487,15950487,2.4939,2.1191,26,548308,5136265006
15950636,15950636,2.2457,2.346,33,536920,5882510939
15951850,15951850,2.2939,2.0247,262,761070,7143574187
15952804,15952804,2.4501,2.1006,76,742196,7511942547
15953127,15953127,2.1258,2.1408,67,570401,5114946464
15953700,15953700,2.4732,2.0514,8,462261,5375400102
15954076,15954076,2.4408,2.2338,65,377519,4372969211
15955201,15955201,2.0763,2.116,57,458344,8242257301
15955416,15955416,2.2996,2.182,74,23061,9983648790
15955555,15955555,2.4554,2.0005,773,151640,1026507711
15956250,15956250,2.0276,2.4748,65,607061,9904182060
15956354,15956354,2.2754,2.2342,13,265969,4916560511
15957051,15957051,2.2669,2.4777,13,349042,2879029322
15957101,15957101,2.3735,2.4838,29,600615,5971252160
15957428,15957428,2.0699,2.094,68,346435,1040557418
15958656,15958656,2.4694,2.3269,10,203931,3932426552
15958681,15958681,2.2351,2.1024,68,279940,4907914053
15959198,15959198,2.4446,2.0492,70,289791,3629321130
15959245,15959245,2.3115,2.3857,30,643175,2286217801
15959300,15959300,2.444,2.3736,52,73123,6178218782
15959304,15959304,2.0627,2.0185,56,651093,2005769052
15959643,15959643,2.4102,2.3912,62,693659,5967678921
15959723,15959723,2.4992,2.4908,168,502561,4257279159
15959826,15959826,2.498,2.0668,172,406773,8968965707
15959896,15959896,2.3643,2.2845,18,502409,4891942888
15961097,15961097,2.3808,2.3691,65,762175,5967678921
15961518,15961518,2.0205,2.4159,167,645383,7058877770
15961753,15961753,2.4726,2.3077,74,527367,7327800834
15962051,15962051,2.3573,2.1227,16,721964,6339710717
15962416,15962416,2.4731,2.2252,11,401834,8635054095
15962747,15962747,2.1037,2.4061,47,747478,7547963563
15962931,15962931,2.4456,2.4479,64,604061,5806536504
15963242,15963242,2.3133,2.0044,68,626880,6026322432
15963450,15963450,2.2119,2.1996,61,208043,9786352208
15963525,15963525,2.4776,2.3225,65,761746,9416485781
15964442,15964442,2.0369,2.1047,68,270660,3487061465
15964622,15964622,2.0561,2.3048,24,465034,5996801204
15964942,15964942,2.2023,2.144,2,22921,7431930642
15965241,15965241,2.2045,2.1466,77,418814,7431930642
15966479,15966479,2.1958,2.2083,75,559662,4027129926
15966916,15966916,2.1775,2.2048,65,131494,4027129926
15967028,15967028,2.0051,2.2245,490,144033,9995108787
15967441,15967441,2.3794,2.0322,25,714047,5590209707
15967515,15967515,2.2427,2.4049,29,732304,4634909749
15967715,15967715,2.1611,2.0118,16,114792,7143574187
15968081,15968081,2.4254,2.1848,73,300429,9998968845
15968601,15968601,2.3653,2.3642,594,650562,8416001620
15968668,15968668,2.0474,2.318,72,704855,7332512193
15968728,15968728,2.4212,2.1423,76,194617,3958678140
15968739,15968739,2.2601,2.1104,64,94650,9929803766
15969015,15969015,2.2107,2.1906,56,385513,9786352208
15969120,15969120,2.0856,2.3891,62,156338,4634909749
15969153,15969153,2.4363,2.4885,69,16646,1951613663
15969265,15969265,2.2563,2.2193,161,722225,8169595806
15969588,15969588,2.4747,2.1219,73,90551,1378382790
15969759,15969759,2.0689,2.1211,171,673803,8805392384
15971172,15971172,2.1986,2.2026,61,418364,9786352208
15971247,15971247,2.0301,2.2742,55,99314,7200786396
15972099,15972099,2.0031,2.249,66,234425,8910836365
15973330,15973330,2.0596,2.4167,75,414459,6914819828
15973336,15973336,2.3211,2.3021,65,618246,4556103271
15973972,15973972,2.4856,2.2196,178,554945,7947501708
15974095,15974095,2.3706,2.2196,1,176945,2636621520
15974236,15974236,2.069,2.1235,162,185424,1025585791
15974394,15974394,2.3956,2.023,10,134331,8660608034
15975340,15975340,2.3564,2.1835,8,83652,8185683592
15975933,15975933,2.4859,2.4198,17,735958,7398982187
15976417,15976417,2.2029,2.0125,174,292077,3539133103
15976923,15976923,2.309,2.3677,36,410121,1590988153
15976955,15976955,2.3763,2.1035,79,577897,1476539553
15977071,15977071,2.2814,2.1938,18,163544,8635054095
15978720,15978720,2.4768,2.0771,55,423231,6024996273
15979417,15979417,2.248,2.3973,110,362000,3610237287
15979620,15979620,2.4332,2.1488,74,406147,1378382790
15979922,15979922,2.2495,2.0084,26,201468,3539133103
15980559,15980559,2.2745,2.3001,16,681718,2326073244
15981580,15981580,2.2508,2.1037,45,434937,5336264513
15982319,15982319,2.2759,2.2817,54,765845,3733805904
15983339,15983339,2.3138,2.4983,18,46048,7309958589
15984374,15984374,2.2709,2.143,35,679885,2229240493
15984381,15984381,2.4229,2.152,139,744474,6710556765
15985784,15985784,2.0824,2.4038,60,507265,4078274291
15986958,15986958,2.3636,2.417,3,204420,9097046955
15987542,15987542,2.4328,2.2139,54,694323,6820079343
15987679,15987679,2.4292,2.1434,5,194843,3958678140
15987832,15987832,2.4006,2.3033,166,703867,6201971924
15988044,15988044,2.3451,2.2408,167,595073,4707444542
15989135,15989135,2.3111,2.0521,29,217384,5017756679
15989538,15989538,2.3561,2.0146,4,442101,2412084608
15990395,15990395,2.225,2.2505,20,58094,6642266790
15990416,15990416,2.0167,2.2462,40,779606,3768568478
15990667,15990667,2.349,2.2859,78,601077,4556103271
15991505,15991505,2.3361,2.4527,37,36098,2114811631
15991787,15991787,2.3949,2.1595,11,96903,1885938103
15991967,15991967,2.4658,2.301,55,163113,7327800834
15992323,15992323,2.4575,2.3002,45,494872,1776893327
15992613,15992613,2.1186,2.4322,67,10520,4727163874
15994059,15994059,2.4115,2.1235,165,236449,3958678140
15994439,15994439,2.2999,2.1688,69,4509,9983648790
15994761,15994761,2.3625,2.2725,213,472472,3733805904
15995999,15995999,2.2988,2.2606,26,624862,6002369994
15996198,15996198,2.002,2.2664,86,545357,5724390022
15996378,15996378,2.4353,2.013,72,766424,1026507711
15996967,15996967,2.0574,2.4037,72,138217,6914819828
15997316,15997316,2.258,2.3207,49,355602,9775192577
15998013,15998013,2.0642,2.0397,23,545232,5014521982
15998571,15998571,2.4867,2.4232,13,312242,1415635170
15999389,15999389,2.2675,2.0309,64,425964,9438377130
16000601,16000601,2.4283,2.0345,165,448379,5845520128
16001457,16001457,2.4445,2.3656,68,164173,6178218782
16001553,16001553,2.4723,2.1425,77,508272,1378382790
16001651,16001651,2.3048,2.3403,149,548013,3497670086
16001754,16001754,2.406,2.204,32,675780,6194212209
16002551,16002551,2.3355,2.4447,73,25104,2114811631
16002602,16002602,2.2728,2.0377,152,410370,2127006645
16002728,16002728,2.0879,2.3584,68,670667,6612358638
16002986,16002986,2.0985,2.1253,58,679635,2162856579
16002988,16002988,2.0011,2.293,25,563042,6425047799
16003754,16003754,2.2967,2.105,7,584440,8283681418
16003937,16003937,2.3413,2.0036,46,550899,6731326909
16004508,16004508,2.4461,2.2299,21,103648,2178175424
16005090,16005090,2.1006,2.228,57,196924,3826621337
16005978,16005978,2.4758,2.1908,64,580949,1113141722
16006249,16006249,2.3385,2.1893,1,743955,7992841259
16007108,16007108,2.3981,2.2652,38,216694,2819110495
16007176,16007176,2.1357,2.1484,62,640942,5114946464
16007191,16007191,2.1669,2.018,47,574347,1877229383
16007225,16007225,2.1271,2.388,62,60435,1522749199
16007920,16007920,2.0813,2.3977,154,91161,4078274291
16008230,16008230,2.4365,2.2303,166,161840,4372969211
16008552,16008552,2.0246,2.2214,57,215768,5437611059
16008976,16008976,2.3308,2.3632,57,666067,5967678921
16009020,16009020,2.2299,2.0271,22,181608,5434425937
16009061,16009061,2.0217,2.1535,77,127332,6202536485
16009320,16009320,2.1852,2.4218,9,327743,8688194788
16010749,16010749,2.4774,2.2929,63,711301,7327800834
16011011,16011011,2.4374,2.1007,58,367120,5004170708
16011976,16011976,2.1852,2.2412,678,580290,6885247793
16012118,16012118,2.3181,2.1758,319,576719,5487991137
16012946,16012946,2.3914,2.261,72,635480,4707444542
16013187,16013187,2.2024,2.4578,12,158081,4827214712
16013533,16013533,2.487,2.0913,94,357978,7511942547
16013563,16013563,2.1099,2.2799,3,107803,5353375153
16013841,16013841,2.1098,2.2664,52,781694,1926758801
16014426,16014426,2.3031,2.2855,6,18738,7065571836
16014908,16014908,2.4122,2.2187,71,277437,4027129926
16015010,16015010,2.2905,2.2678,5,325112,6002369994
16015587,16015587,2.4979,2.2408,71,690113,5265295166
16016406,16016406,2.4183,2.1472,67,507066,3958678140
16016816,16016816,2.4286,2.0246,125,385395,3830824747
16016841,16016841,2.2589,2.4872,73,457874,3661555534
16016869,16016869,2.2794,2.273,24,52566,5617041307
16017586,16017586,2.1221,2.0646,68,734573,8901439897
16017807,16017807,2.419,2.0047,65,181489,1026507711
16018175,16018175,2.1957,2.0903,4,572279,1544732032
16018383,16018383,2.2998,2.0962,267,641212,2368590810
16018930,16018930,2.1917,2.4332,74,752806,4827214712
16019137,16019137,2.4639,2.2746,66,166993,5611157367
16019488,16019488,2.2396,2.4763,165,262139,3900275744
16019598,16019598,2.2038,2.3075,16,277894,8391844442
16019688,16019688,2.0394,2.2279,6,722769,1882937204
16019914,16019914,2.0884,2.0936,10,396947,7640503765
16019956,16019956,2.4701,2.172,77,428503,3912590147
16020138,16020138,2.2192,2.3028,17,328708,5996801204
16020245,16020245,2.037,2.0644,75,232596,3455925971
16020292,16020292,2.2506,2.1586,157,231782,3110120902
16020311,16020311,2.249,2.2456,76,209756,8329829655
16020780,16020780,2.4798,2.3266,75,622094,9416485781
16021224,16021224,2.2703,2.2251,32,471513,4895788215
16021344,16021344,2.0817,2.4266,13,643943,4121420392
16021737,16021737,2.0266,2.214,2,288577,6552082228
16021828,16021828,2.4826,2.2763,114,187952,2819110495
16022890,16022890,2.0412,2.4389,68,354200,5737973743
16023134,16023134,2.2169,2.211,67,656773,8635054095
16023288,16023288,2.2872,2.0415,62,652497,8358950104
16023988,16023988,2.2072,2.2205,4,747909,4778220155
16024373,16024373,2.3389,2.3665,70,644686,8416001620
16024449,16024449,2.1885,2.2007,141,616984,4027129926
16024574,16024574,2.05,2.3161,25,591377,9461621422
16024665,16024665,2.2998,2.2006,66,33143,9983648790
16025623,16025623,2.3942,2.2851,159,486501,6201971924
16025716,16025716,2.4694,2.285,61,356952,1338606614
16027064,16027064,2.0989,2.2938,23,554691,6983940863
16027543,16027543,2.4259,2.3594,146,728119,5967678921
16027576,16027576,2.1327,2.4356,65,587743,4727163874
16027792,16027792,2.3665,2.2338,65,606776,8329829655
16028393,16028393,2.0379,2.2318,132,433777,9842008857
16028437,16028437,2.3301,2.3453,64,346325,8016485258
16028550,16028550,2.4394,2.4226,218,494725,5806536504
16028684,16028684,2.47,2.3018,67,254944,7327800834
16028853,16028853,2.4318,2.0457,52,340255,3629321130
16030092,16030092,2.2606,2.2791,147,7651,1754990946
16030106,16030106,2.0021,2.0644,63,53278,7248270800
16030303,16030303,2.3543,2.4314,103,337548,8688194788
16030338,16030338,2.3149,2.182,50,79118,7877745055
16030958,16030958,2.2632,2.3512,65,11114,8768948979
16030991,16030991,2.0222,2.4748,66,658969,9904182060
16031042,16031042,2.2814,2.2215,74,186275,9866421927
16031210,16031210,2.4507,2.2504,104,73585,5265295166
16031412,16031412,2.0036,2.3325,79,723924,5968003607
16032377,16032377,2.4826,2.2194,62,360059,6415973399
16032502,16032502,2.4727,2.4644,23,666912,6953077578
16032568,16032568,2.2761,2.2049,77,137609,8169595806
16032834,16032834,2.4041,2.3592,592,741636,8768948979
16032911,16032911,2.0585,2.1515,7,519988,5114946464
16033110,16033110,2.0501,2.4174,68,101851,6914819828
16033277,16033277,2.4537,2.2266,41,375471,8329829655
16034113,16034113,2.2715,2.2073,76,688287,8475789800
16034384,16034384,2.3266,2.3304,134,551153,4443776587
16034574,16034574,2.3823,2.0658,8,341164,5373881646
16035493,16035493,2.2592,2.1095,74,195109,5336264513
16035709,16035709,2.3816,2.2674,158,261918,2819110495
16035735,16035735,2.4484,2.3315,69,732530,4980449560
16035811,16035811,2.1397,2.2569,56,121501,8777387701
16036251,16036251,2.2472,2.4687,8,33546,3661555534
16036888,16036888,2.2742,2.3289,61,264063,7781700451
16037042,16037042,2.303,2.3877,56,644687,8416001620
16037645,16037645,2.327,2.1936,71,27839,8635054095
16037840,16037840,2.0456,2.4099,68,563277,6914819828
16039260,16039260,2.3483,2.2665,162,671460,4707444542
16039287,16039287,2.2033,2.2994,1,363124,5996801204
16039449,16039449,2.3783,2.3724,53,32886,5967678921
16040892,16040892,2.1789,2.0408,150,760442,9081968124
16040918,16040918,2.2838,2.4695,38,547435,9348457044
16040936,16040936,2.333,2.0088,25,239154,9349969073
16041508,16041508,2.2169,2.3291,33,512124,9775192577
16041603,16041603,2.0181,2.4196,71,56200,1725082831
16041864,16041864,2.1451,2.3837,23,697676,8375359147
16042022,16042022,2.1784,2.0195,75,634915,3539133103
16042393,16042393,2.0559,2.4246,17,81773,6914819828
16042455,16042455,2.135,2.2158,69,506340,4895788215
16042660,16042660,2.062,2.1709,11,159949,2850087121
16043663,16043663,2.0375,2.3029,11,180249,9461621422
16044124,16044124,2.2255,2.0003,8,30258,3539133103
16045407,16045407,2.0252,2.4954,59,165934,8386346846
16045637,16045637,2.0091,2.356,165,552490,3664668482
16045644,16045644,2.1732,2.0487,80,784243,8901439897
16046163,16046163,2.3366,2.2109,5,412271,2636621520
16046312,16046312,2.0174,2.4314,75,164668,7058877770
16046686,16046686,2.3211,2.2576,12,334624,4707444542
16047879,16047879,2.0284,2.1984,5,53027,6471527236
16048043,16048043,2.2791,2.0952,11,332191,5373881646
16048053,16048053,2.4781,2.2449,169,19152,7168649657
16048096,16048096,2.083,2.281,2,156592,7456731357
16048643,16048643,2.327,2.3231,12,105802,4964581709
16048666,16048666,2.4476,2.1674,834,145635,8619926191
16049159,16049159,2.0038,2.041,72,30834,5014521982
16049227,16049227,2.1269,2.0402,50,522574,5831595982
16049871,16049871,2.0453,2.0943,12,730124,9766618190
16050092,16050092,2.3325,2.3273,86,214504,4443776587
16050254,16050254,2.0741,2.4911,57,66289,2702245993
16050319,16050319,2.2865,2.1926,66,6648,8169595806
16050905,16050905,2.3099,2.277,13,38031,2819110495
16051526,16051526,2.2096,2.343,22,111705,4316669225
16051680,16051680,2.2777,2.0675,33,651076,8049455297
16053400,16053400,2.1906,2.078,178,334963,5599234491
16053839,16053839,2.2123,2.2046,66,737218,8635054095
16054217,16054217,2.0404,2.3663,154,45835,6612358638
16054977,16054977,2.3829,2.2947,82,540075,6201971924
16056085,16056085,2.233,2.3149,173,785526,2326073244
16056186,16056186,2.1723,2.2369,18,182348,9716409577
16057628,16057628,2.0929,2.3984,59,108595,8980163153
16057700,16057700,2.0119,2.036,18,310557,5014521982
16057887,16057887,2.02,2.1584,51,646072,6202536485
16057928,16057928,2.015,2.4038,57,472463,5682148659
16058099,16058099,2.0789,2.0173,52,352324,7856253825
16058113,16058113,2.4729,2.0534,27,684837,5845520128
16058125,16058125,2.4311,2.3421,65,327853,4980449560
16058667,16058667,2.4294,2.1231,18,674761,5336264513
16059145,16059145,2.1105,2.1846,60,491600,2850087121
16059192,16059192,2.0348,2.4869,29,386463,9904182060
16059403,16059403,2.4864,2.2551,4,30374,5611157367
16059961,16059961,2.0415,2.4227,3,531435,5737973743
16060613,16060613,2.4661,2.0245,70,783723,1026507711
16061511,16061511,2.2699,2.1899,71,125249,9983648790
16061684,16061684,2.0697,2.3072,22,435118,7332512193
16061829,16061829,2.2754,2.2635,67,325675,5996801204
16061840,16061840,2.0738,2.0986,11,219619,8596027562
16062168,16062168,2.4734,2.2206,56,127200,2938140199
16062694,16062694,2.0854,2.268,8,30617,1882937204
16062746,16062746,2.3035,2.1893,64,36886,8169595806
16064224,16064224,2.4462,2.338,65,526670,4980449560
16064328,16064328,2.3843,2.2029,74,599493,2636621520
16064885,16064885,2.2772,2.4094,14,620223,2579541805
16064988,16064988,2.3409,2.4644,64,56267,2114811631
16065343,16065343,2.2575,2.3335,49,179031,3399431058
16065801,16065801,2.1974,2.0281,57,740248,2285707987
16065900,16065900,2.4184,2.3785,74,626057,6178218782
16066654,16066654,2.4562,2.3819,32,679898,6329243787
16066837,16066837,2.2267,2.1355,60,677717,4327682625
16067654,16067654,2.2358,2.3278,7,488070,2917586782
16067679,16067679,2.489,2.4417,174,664657,4342357846
16067816,16067816,2.4483,2.4322,49,594926,5806536504
16068309,16068309,2.0553,2.4653,92,414231,4444669498
16068580,16068580,2.1631,2.4495,17,268993,4827214712
16068741,16068741,2.4635,2.2633,63,648199,5611157367
16068977,16068977,2.0957,2.1853,123,556314,2850087121
16069428,16069428,2.4575,2.3056,59,365661,7327800834
16069776,16069776,2.4882,2.3218,72,717117,3359704573
16071187,16071187,2.2975,2.2727,61,625405,1754990946
16071239,16071239,2.395,2.014,69,212238,7702049746
16072374,16072374,2.3655,2.2724,6,367668,2819110495
16072487,16072487,2.4076,2.0532,11,312050,5373881646
16072693,16072693,2.4953,2.196,163,387101,6415973399
16073748,16073748,2.4938,2.2161,66,415233,3131593106
16074031,16074031,2.4528,2.339,41,475838,4746481953
16074079,16074079,2.036,2.1661,170,302384,7185006122
16074578,16074578,2.004,2.4323,59,272820,7058877770
16074763,16074763,2.4904,2.2586,76,354439,5265295166
16074863,16074863,2.1182,2.0463,78,715811,8901439897
16075148,16075148,2.4559,2.1418,60,597660,1378382790
16075565,16075565,2.4419,2.3434,58,389830,4980449560
16075638,16075638,2.2267,2.2099,2,297431,9786352208
16075887,16075887,2.0129,2.0842,35,682517,1476539553
16075909,16075909,2.3546,2.0861,60,746409,6609528716
16076859,16076859,2.4809,2.1506,62,40450,1353609798
16077324,16077324,2.3377,2.2727,30,368804,2819110495
16077400,16077400,2.4321,2.2931,29,402964,1308526469
16077863,16077863,2.4795,2.319,69,699812,9416485781
16078583,16078583,2.214,2.4996,181,79241,6679101345
16078907,16078907,2.1102,2.227,66,204022,3826621337
16078944,16078944,2.4616,2.1667,42,602335,5072077312
16079089,16079089,2.318,2.3796,162,477141,5819752598
16079471,16079471,2.2006,2.387,31,519378,3528453662
16079508,16079508,2.1307,2.0056,21,328953,2636897860
16079671,16079671,2.3257,2.1371,63,227088,2896274551
16080814,16080814,2.0523,2.1771,12,301839,6471527236
16080890,16080890,2.332,2.4007,70,537290,7547963563
16081100,16081100,2.4482,2.2983,150,310226,7446401171
16081106,16081106,2.2889,2.2716,73,551689,3733805904
16081263,16081263,2.1161,2.0491,68,453101,3455925971
16082109,16082109,2.1848,2.3537,63,514530,6329243787
16082772,16082772,2.2642,2.2337,69,183238,1207701286
16083116,16083116,2.1285,2.0714,8,695824,7707520131
16083117,16083117,2.4562,2.422,886,526355,5806536504
16083249,16083249,2.3284,2.4939,68,439332,7309958589
16083639,16083639,2.3329,2.4109,24,672643,2579541805
16083937,16083937,2.1597,2.0663,57,180597,4060061233
16084053,16084053,2.4675,2.1578,68,275516,8619926191
16084243,16084243,2.0378,2.3515,80,513360,2190290010
16084756,16084756,2.3953,2.1092,72,424454,8283681418
16085906,16085906,2.2537,2.0556,71,431224,3197745311
16086280,16086280,2.1908,2.065,65,686584,9081968124
16087143,16087143,2.2576,2.2536,65,227876,1207701286
16088125,16088125,2.1935,2.2524,157,780409,9163418858
16088158,16088158,2.2519,2.2964,12,349280,9795387805
16088602,16088602,2.4958,2.3506,67,229491,8421868147
16089218,16089218,2.0919,2.1652,72,576039,5114946464
16089777,16089777,2.0846,2.4558,31,91827,8561077637
16090998,16090998,2.3994,2.2551,9,36826,2819110495
16091256,16091256,2.0389,2.3944,11,578198,7058877770
16091664,16091664,2.4255,2.0954,162,175119,7511942547
16092159,16092159,2.2969,2.3792,8,648954,8416001620
16092612,16092612,2.4237,2.3884,15,639041,4710248280
16093061,16093061,2.295,2.1693,63,194019,3879083633
16093114,16093114,2.447,2.2249,158,94056,4372969211
16093128,16093128,2.0517,2.4202,66,544438,6914819828
16093422,16093422,2.1998,2.3271,56,109099,8682292628
16093425,16093425,2.198,2.1965,497,708374,8635054095
16093979,16093979,2.4822,2.2971,8,699689,2264801343
16094007,16094007,2.2573,2.3629,24,532031,8612356943
16094361,16094361,2.4746,2.4528,69,343541,4342357846
16094409,16094409,2.4666,2.4328,10,315468,5025512246
16095592,16095592,2.379,2.0736,80,616341,6024996273
16096424,16096424,2.2501,2.3349,68,611307,3399431058
16096683,16096683,2.2178,2.0061,75,570102,3539133103
16096910,16096910,2.4797,2.4932,78,643884,4257279159
16097529,16097529,2.0482,2.4208,66,694081,6914819828
16097842,16097842,2.1638,2.4273,7,274576,8888534439
16097899,16097899,2.4469,2.2509,61,683404,2634419689
16098632,16098632,2.4619,2.2293,68,775788,2186679389
16100333,16100333,2.2171,2.1599,47,253854,4327682625
16100392,16100392,2.1651,2.036,166,476428,1877229383
16100750,16100750,2.3574,2.2229,66,522054,1891783132
16101357,16101357,2.4791,2.3482,65,590051,4980449560
16101960,16101960,2.1173,2.1694,62,737462,2850087121
16102620,16102620,2.2599,2.086,67,410567,7727090889
16102654,16102654,2.4802,2.3646,62,445771,6329243787
16102656,16102656,2.4796,2.4323,183,593723,5806536504
16102690,16102690,2.4589,2.2674,22,411833,5611157367
16102809,16102809,2.1343,2.1841,155,644977,6471527236
16103004,16103004,2.4278,2.2367,73,654374,1891783132
16103484,16103484,2.3386,2.0713,79,655948,5932915072
16103778,16103778,2.1571,2.318,54,750148,9775192577
16104091,16104091,2.3322,2.4631,161,145376,2114811631
16104388,16104388,2.2087,2.3052,13,357378,5996801204
16104573,16104573,2.4485,2.1255,118,683380,8283681418
16105636,16105636,2.2385,2.0721,25,480618,7727090889
16105940,16105940,2.0989,2.1668,62,42008,2850087121
16106325,16106325,2.3928,2.2516,9,687350,4707444542
16106343,16106343,2.255,2.1598,13,433049,9411632641
16107103,16107103,2.0734,2.4379,20,551726,6914819828
16107114,16107114,2.3869,2.1702,8,716812,2636621520
16107222,16107222,2.4868,2.2354,11,505149,2634419689
16107364,16107364,2.0589,2.2597,63,484488,2182603983
16108175,16108175,2.4289,2.0158,77,491494,1026507711
16108656,16108656,2.4303,2.2419,53,107276,1891783132
